"","MGI.ID","HGNC.ID","mp.description","GTEX.tissues","HPO.superclass.description","MP.Term","TS28.mutant.expression.detected","TPM >/= 0.1 TPM","TPM >/= 1 TPM"
"693","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Liver","Abnormality of the digestive system","abnormal olfactory epithelium morphology","Yes","No","No"
"694","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Pancreas","Abnormality of the digestive system","abnormal olfactory epithelium morphology","Yes","No","No"
"695","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Colon - Sigmoid","Abnormality of the digestive system","abnormal olfactory epithelium morphology","Yes","No","No"
"696","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Stomach","Abnormality of the digestive system","abnormal olfactory epithelium morphology","Yes","No","No"
"697","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Esophagus - Mucosa","Abnormality of the digestive system","abnormal olfactory epithelium morphology","Yes","Yes","No"
"698","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Esophagus - Muscularis","Abnormality of the digestive system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"699","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","abnormal olfactory epithelium morphology","Yes","Yes","No"
"700","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Spinal cord (cervical c-1)","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","No","No"
"701","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Pituitary","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"702","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Nerve - Tibial","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","No","No"
"703","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Anterior cingulate cortex (BA24)","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"704","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"705","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Hippocampus","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"706","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Cortex","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"707","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Caudate (basal ganglia)","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"708","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Substantia nigra","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","No"
"709","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Amygdala","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"710","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Cerebellum","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","No","No"
"711","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Hypothalamus","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","No"
"712","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Nucleus accumbens (basal ganglia)","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"713","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Cerebellar Hemisphere","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","No","No"
"714","MGI:1347464","HGNC:3811","taste/olfaction phenotype","Brain - Putamen (basal ganglia)","Abnormality of the nervous system","abnormal olfactory epithelium morphology","Yes","Yes","Yes"
"715","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Spinal cord (cervical c-1)","Abnormality of the nervous system","decreased forebrain volume","Yes","No","No"
"716","MGI:1347464","HGNC:3811","nervous system phenotype","Pituitary","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"717","MGI:1347464","HGNC:3811","nervous system phenotype","Nerve - Tibial","Abnormality of the nervous system","decreased forebrain volume","Yes","No","No"
"718","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Anterior cingulate cortex (BA24)","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"719","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"720","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Hippocampus","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"721","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Cortex","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"722","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Caudate (basal ganglia)","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"723","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Substantia nigra","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","No"
"724","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Amygdala","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"725","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Cerebellum","Abnormality of the nervous system","decreased forebrain volume","Yes","No","No"
"726","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Hypothalamus","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","No"
"727","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Nucleus accumbens (basal ganglia)","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"728","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Cerebellar Hemisphere","Abnormality of the nervous system","decreased forebrain volume","Yes","No","No"
"729","MGI:1347464","HGNC:3811","nervous system phenotype","Brain - Putamen (basal ganglia)","Abnormality of the nervous system","decreased forebrain volume","Yes","Yes","Yes"
"730","MGI:1347464","HGNC:3811","respiratory system phenotype","Lung","Abnormality of the respiratory system","abnormal olfactory epithelium morphology","Yes","No","No"
"731","MGI:1347464","HGNC:3811","growth/size/body region phenotype","Muscle - Skeletal","Abnormality of the skeletal system","abnormal olfactory epithelium morphology","Yes","No","No"
"732","MGI:1347466","HGNC:3800","craniofacial phenotype","Minor Salivary Gland","Abnormality of head or neck","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"733","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Artery - Coronary","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"734","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Heart - Left Ventricle","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"735","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Heart - Atrial Appendage","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"736","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Artery - Aorta","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"737","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Artery - Tibial","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"738","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Artery - Coronary","Abnormality of the cardiovascular system","corneal vascularization","Yes","Yes","Yes"
"739","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Heart - Left Ventricle","Abnormality of the cardiovascular system","corneal vascularization","Yes","Yes","Yes"
"740","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Heart - Atrial Appendage","Abnormality of the cardiovascular system","corneal vascularization","Yes","Yes","Yes"
"741","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Artery - Aorta","Abnormality of the cardiovascular system","corneal vascularization","Yes","Yes","Yes"
"742","MGI:1347466","HGNC:3800","cardiovascular system phenotype","Artery - Tibial","Abnormality of the cardiovascular system","corneal vascularization","Yes","Yes","Yes"
"743","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Small Intestine - Terminal Ileum","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"744","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Colon - Transverse","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"745","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Colon - Sigmoid","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"746","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"747","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Liver","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"748","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Esophagus - Muscularis","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"749","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Spleen","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"750","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Esophagus - Mucosa","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"751","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Stomach","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"752","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Pancreas","Abnormality of the digestive system","abnormal hindgut morphology","Yes","Yes","Yes"
"753","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Small Intestine - Terminal Ileum","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"754","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Colon - Transverse","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"755","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Colon - Sigmoid","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"756","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"757","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Liver","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"758","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Esophagus - Muscularis","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"759","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Spleen","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"760","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Esophagus - Mucosa","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"761","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Stomach","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"762","MGI:1347470","HGNC:3809","digestive/alimentary phenotype","Pancreas","Abnormality of the digestive system","absent midgut","Yes","Yes","Yes"
"763","MGI:1347481","HGNC:3801","craniofacial phenotype","Minor Salivary Gland","Abnormality of head or neck","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"764","MGI:1347481","HGNC:3801","cardiovascular system phenotype","Artery - Coronary","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"765","MGI:1347481","HGNC:3801","cardiovascular system phenotype","Artery - Tibial","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"766","MGI:1347481","HGNC:3801","cardiovascular system phenotype","Artery - Aorta","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"767","MGI:1347481","HGNC:3801","cardiovascular system phenotype","Heart - Left Ventricle","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","No"
"768","MGI:1347481","HGNC:3801","cardiovascular system phenotype","Heart - Atrial Appendage","Abnormality of the cardiovascular system","abnormal fourth pharyngeal arch artery morphology","Yes","Yes","Yes"
"769","MGI:1349421","HGNC:24669","endocrine/exocrine gland phenotype","Breast - Mammary Tissue","Abnormality of the breast","small ovary","Yes","Yes","No"
"770","MGI:1349421","HGNC:24669","endocrine/exocrine gland phenotype","Pituitary","Abnormality of the endocrine system","small ovary","Yes","No","No"
"771","MGI:1349421","HGNC:24669","endocrine/exocrine gland phenotype","Thyroid","Abnormality of the endocrine system","small ovary","Yes","No","No"
"772","MGI:1349421","HGNC:24669","endocrine/exocrine gland phenotype","Adrenal Gland","Abnormality of the endocrine system","small ovary","Yes","No","No"
"773","MGI:1349421","HGNC:24669","reproductive system phenotype","Fallopian Tube","Abnormality of the genitourinary system","small ovary","Yes","Yes","No"
"774","MGI:1349421","HGNC:24669","reproductive system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","small ovary","Yes","Yes","No"
"775","MGI:1349421","HGNC:24669","reproductive system phenotype","Ovary","Abnormality of the genitourinary system","small ovary","Yes","Yes","No"
"776","MGI:1349421","HGNC:24669","reproductive system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","small ovary","Yes","No","No"
"777","MGI:1349421","HGNC:24669","reproductive system phenotype","Uterus","Abnormality of the genitourinary system","small ovary","Yes","Yes","No"
"778","MGI:1349421","HGNC:24669","reproductive system phenotype","Testis","Abnormality of the genitourinary system","small ovary","Yes","Yes","No"
"779","MGI:1349421","HGNC:24669","reproductive system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","small ovary","Yes","Yes","No"
"780","MGI:1349421","HGNC:24669","reproductive system phenotype","Prostate","Abnormality of the genitourinary system","small ovary","Yes","Yes","No"
"781","MGI:1349421","HGNC:24669","reproductive system phenotype","Bladder","Abnormality of the genitourinary system","small ovary","Yes","No","No"
"782","MGI:1349421","HGNC:24669","reproductive system phenotype","Vagina","Abnormality of the genitourinary system","small ovary","Yes","Yes","No"
"783","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Fallopian Tube","Abnormality of the genitourinary system","nephrocalcinosis","Yes","No","No"
"784","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Testis","Abnormality of the genitourinary system","nephrocalcinosis","Yes","Yes","No"
"785","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","nephrocalcinosis","Yes","No","No"
"786","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","nephrocalcinosis","Yes","Yes","Yes"
"787","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","nephrocalcinosis","Yes","No","No"
"788","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Prostate","Abnormality of the genitourinary system","nephrocalcinosis","Yes","No","No"
"789","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Ovary","Abnormality of the genitourinary system","nephrocalcinosis","Yes","Yes","No"
"790","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Uterus","Abnormality of the genitourinary system","nephrocalcinosis","Yes","No","No"
"791","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Bladder","Abnormality of the genitourinary system","nephrocalcinosis","Yes","Yes","No"
"792","MGI:1351351","HGNC:1514","renal/urinary system phenotype","Vagina","Abnormality of the genitourinary system","nephrocalcinosis","Yes","No","No"
"793","MGI:1352467","HGNC:3467","adipose tissue phenotype","Adipose - Visceral (Omentum)","Abnormality of connective tissue","increased mammary fat pad weight","Yes","Yes","Yes"
"794","MGI:1352467","HGNC:3467","adipose tissue phenotype","Adipose - Subcutaneous","Abnormality of connective tissue","increased mammary fat pad weight","Yes","Yes","Yes"
"795","MGI:1354949","HGNC:2897","cardiovascular system phenotype","Artery - Tibial","Abnormality of the cardiovascular system","enlarged heart","Yes","Yes","Yes"
"796","MGI:1354949","HGNC:2897","cardiovascular system phenotype","Artery - Coronary","Abnormality of the cardiovascular system","enlarged heart","Yes","Yes","Yes"
"797","MGI:1354949","HGNC:2897","cardiovascular system phenotype","Artery - Aorta","Abnormality of the cardiovascular system","enlarged heart","Yes","Yes","Yes"
"798","MGI:1354949","HGNC:2897","cardiovascular system phenotype","Heart - Left Ventricle","Abnormality of the cardiovascular system","enlarged heart","Yes","Yes","Yes"
"799","MGI:1354949","HGNC:2897","cardiovascular system phenotype","Heart - Atrial Appendage","Abnormality of the cardiovascular system","enlarged heart","Yes","Yes","Yes"
"800","MGI:1859388","HGNC:2910","cardiovascular system phenotype","Heart - Atrial Appendage","Abnormality of the cardiovascular system","abnormal induced retinal neovascularization","Yes","Yes","Yes"
"801","MGI:1859388","HGNC:2910","cardiovascular system phenotype","Heart - Left Ventricle","Abnormality of the cardiovascular system","abnormal induced retinal neovascularization","Yes","Yes","Yes"
"802","MGI:1859388","HGNC:2910","cardiovascular system phenotype","Artery - Tibial","Abnormality of the cardiovascular system","abnormal induced retinal neovascularization","Yes","Yes","Yes"
"803","MGI:1859388","HGNC:2910","cardiovascular system phenotype","Artery - Aorta","Abnormality of the cardiovascular system","abnormal induced retinal neovascularization","Yes","Yes","Yes"
"804","MGI:1859388","HGNC:2910","cardiovascular system phenotype","Artery - Coronary","Abnormality of the cardiovascular system","abnormal induced retinal neovascularization","Yes","Yes","Yes"
"805","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Colon - Transverse","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"806","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Pancreas","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"807","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Esophagus - Mucosa","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"808","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Liver","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"809","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Colon - Sigmoid","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"810","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Stomach","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"811","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Spleen","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"812","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Esophagus - Muscularis","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"813","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"814","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Small Intestine - Terminal Ileum","Abnormality of the digestive system","increased liver tumor incidence","Yes","Yes","Yes"
"815","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Colon - Transverse","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"816","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Pancreas","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"817","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Esophagus - Mucosa","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"818","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Liver","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"819","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Colon - Sigmoid","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"820","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Stomach","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"821","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Spleen","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"822","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Esophagus - Muscularis","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"823","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Esophagus - Gastroesophageal Junction","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"824","MGI:1861942","HGNC:4661","liver/biliary system phenotype","Small Intestine - Terminal Ileum","Abnormality of the digestive system","increased liver weight","Yes","Yes","Yes"
"825","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Cerebellum","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"826","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Cerebellar Hemisphere","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"827","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Nucleus accumbens (basal ganglia)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"828","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Frontal Cortex (BA9)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"829","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Hypothalamus","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"830","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Amygdala","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"831","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Putamen (basal ganglia)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"832","MGI:1889008","HGNC:13211","nervous system phenotype","Pituitary","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"833","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Caudate (basal ganglia)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"834","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Anterior cingulate cortex (BA24)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"835","MGI:1889008","HGNC:13211","nervous system phenotype","Nerve - Tibial","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"836","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Substantia nigra","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"837","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Spinal cord (cervical c-1)","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"838","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Hippocampus","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"839","MGI:1889008","HGNC:13211","nervous system phenotype","Brain - Cortex","Abnormality of the nervous system","exencephaly","Yes","Yes","Yes"
"840","MGI:1915720","HGNC:26019","respiratory system phenotype","Lung","Abnormality of the respiratory system","atelectasis","Yes","Yes","Yes"
"841","MGI:1915720","HGNC:26019","skeleton phenotype","Muscle - Skeletal","Abnormality of the skeletal system","short ribs","Yes","Yes","Yes"
"842","MGI:1916147","HGNC:19711","growth/size/body region phenotype","Muscle - Skeletal","Abnormality of the skeletal system","decreased embryo size","Yes","Yes","Yes"
"843","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","Yes"
"844","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Vagina","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","Yes"
"845","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","No"
"846","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Ovary","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","Yes"
"847","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Fallopian Tube","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","Yes"
"848","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Bladder","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","Yes"
"849","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Testis","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","Yes"
"850","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","No"
"851","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Prostate","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","Yes"
"852","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Uterus","Abnormality of the genitourinary system","kidney cysts","Yes","Yes","Yes"
"853","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","Yes"
"854","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Vagina","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","Yes"
"855","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","No"
"856","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Ovary","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","Yes"
"857","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Fallopian Tube","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","Yes"
"858","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Bladder","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","Yes"
"859","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Testis","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","Yes"
"860","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","No"
"861","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Prostate","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","Yes"
"862","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Uterus","Abnormality of the genitourinary system","polycystic kidney","Yes","Yes","Yes"
"863","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","single kidney","Yes","Yes","Yes"
"864","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Vagina","Abnormality of the genitourinary system","single kidney","Yes","Yes","Yes"
"865","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","single kidney","Yes","Yes","No"
"866","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Ovary","Abnormality of the genitourinary system","single kidney","Yes","Yes","Yes"
"867","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Fallopian Tube","Abnormality of the genitourinary system","single kidney","Yes","Yes","Yes"
"868","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Bladder","Abnormality of the genitourinary system","single kidney","Yes","Yes","Yes"
"869","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Testis","Abnormality of the genitourinary system","single kidney","Yes","Yes","Yes"
"870","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Cervix - Ectocervix","Abnormality of the genitourinary system","single kidney","Yes","Yes","No"
"871","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Prostate","Abnormality of the genitourinary system","single kidney","Yes","Yes","Yes"
"872","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Uterus","Abnormality of the genitourinary system","single kidney","Yes","Yes","Yes"
"873","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Kidney - Cortex","Abnormality of the genitourinary system","small kidney","Yes","Yes","Yes"
"874","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Vagina","Abnormality of the genitourinary system","small kidney","Yes","Yes","Yes"
"875","MGI:1921303","HGNC:18708","renal/urinary system phenotype","Cervix - Endocervix","Abnormality of the genitourinary system","small kidney","Yes","Yes","No"
